word_forms	4	normalized_form	text	NO	\N	MUL		
word_forms	5	tags	text	YES	\N			
word_idiom_trans	1	id	varchar(36)	NO	\N	PRI		
word_idiom_trans	2	idiom_id	varchar(36)	NO	\N	MUL		
word_idiom_trans	3	idiom	text	YES	\N			
word_idiom_trans	4	definition	text	YES	\N			
word_idiom_trans	5	example	text	YES	\N			
word_idiom_trans	6	example_2	text	YES	\N			
word_idiom_trans	7	review_status	tinyint	NO	0	MUL		
word_idiom_trans	8	lang_code	varchar(10)	NO	\N	MUL		
word_idiom_trans	9	created_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED	
word_idiom_trans	10	updated_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED on update CURRENT_TIMESTAMP	
word_idiom_trans	11	definition_gpt	text	YES	\N			
word_idioms	1	id	varchar(36)	NO	\N	PRI		
word_idioms	2	word_id	varchar(36)	NO	\N	MUL		
word_idioms	3	idiom	varchar(500)	NO	\N			
word_idioms	4	definition	text	YES	\N			
word_idioms	5	definition_gpt	text	YES	\N			
word_idioms	6	example	text	YES	\N			
word_idioms	7	example2	text	YES	\N			
word_idioms	8	created_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED	
word_idioms	9	updated_at	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED on update CURRENT_TIMESTAMP	
word_idioms	10	sense_id	varchar(50)	YES	\N	MUL		
word_idioms	11	idiom_source	varchar(50)	YES	\N	MUL		
word_relations	1	id	varchar(36)	NO	\N	PRI		
word_relations	2	word_id	varchar(36)	NO	\N	MUL		
word_relations	3	synonyms	text	YES	\N			
word_relations	4	antonyms	text	YES	\N			
word_relations	5	derived	text	YES	\N			
word_relations	6	coordinate_terms	text	YES	\N			
word_relations	7	form_of	text	YES	\N			
word_relations	8	alt_of	text	YES	\N			
word_sense_localizations	1	id	varchar(36)	NO	\N	PRI		
word_sense_localizations	2	sense_id	varchar(36)	YES	\N	MUL		
